,sample,pair,kind,time,accuracy,init,alpha,Objective
118,2,1,PASTE,31.435760259628296,0.3194443780130378,False,0.99999,300.15825668144885
119,2,1,PASTE,416.51360511779785,0.8256349706574696,True,0.99999,4.511497283243723
120,2,2,uniform,0.0,0.1659149129060315,,,-1.0
121,2,2,maximal,0.0,0.9206393718452048,,,-1.0
122,2,2,init,416.51360511779785,0.8406006042037372,,,-1.0
123,2,2,PASTE,39.70646095275879,0.5350330111796203,False,1e-05,1.886531630503527
124,2,2,PASTE,39.25437331199646,0.5426110585204093,True,1e-05,1.8866820018328705
125,2,2,PASTE,75.58210492134094,0.7409442591736887,False,0.001,1.9177430549632344
126,2,2,PASTE,40.261297941207886,0.7426374419633788,True,0.001,1.9177138436188192
127,2,2,PASTE,357.69683384895325,0.8284708408194116,False,0.1,2.219590987188369
128,2,2,PASTE,297.8558671474457,0.8284708408194116,True,0.1,2.219590987188369
129,2,2,PASTE,385.24255895614624,0.8268754925440702,False,0.9,4.221925257272806
130,2,2,PASTE,357.58444809913635,0.8268754925440702,True,0.9,4.221925257272806
131,2,2,PASTE,30.605979204177856,0.330810041989562,False,0.999,290.8793878388925
132,2,2,PASTE,402.8738980293274,0.8268351981283852,True,0.999,4.469085396891782
133,2,2,PASTE,32.30104184150696,0.3277269879245902,False,0.99999,290.5171520574804
134,2,2,PASTE,396.7529859542847,0.8268351981283852,True,0.99999,4.471556846925076
135,0,0,PASTE,42.18253493309021,0.516182739897116,False,0.0,2.0299305677784294
136,0,0,PASTE,45.345263957977295,0.516182739897116,True,0.0,2.0299305677784294
137,0,0,PASTE,623.528256893158,0.8160379839583314,False,0.5,1.475734749767892
138,0,0,PASTE,260.3613948822021,0.8161274891257124,True,0.5,1.475734068418887
139,0,0,PASTE,43.637051820755005,0.2578956112163947,False,1.0,354.939291142829
140,0,0,PASTE,320.4646463394165,0.8158755326206774,True,1.0,0.8259633451543021
141,0,1,PASTE,50.399354219436646,0.489728786680576,False,0.0,2.0549824274187576
142,0,1,PASTE,52.00284004211426,0.489728786680576,True,0.0,2.0549824274187576
143,0,1,PASTE,30.822911024093628,0.2081957280631343,False,0.5,246.56116833118767
144,0,1,PASTE,91.57852721214294,0.2202493723844567,True,0.5,4.400422546742151
145,0,1,PASTE,29.303373098373413,0.2081957280631343,False,1.0,490.8907927368107
146,0,1,PASTE,75.61803698539734,0.2200335587153922,True,1.0,6.562933532921022
147,0,2,PASTE,53.2494740486145,0.5596425782470792,False,0.0,2.0818386743940795
148,0,2,PASTE,51.439314126968384,0.5596425782470792,True,0.0,2.0818386743940795
149,0,2,PASTE,30.07000708580017,0.2469924390292498,False,0.5,248.5151971194352
150,0,2,PASTE,137.41659379005432,0.873643998857615,True,0.5,1.7723086696480372
151,0,2,PASTE,55.27986598014832,0.2789285171961291,False,1.0,437.8885908600963
152,0,2,PASTE,57.74626588821411,0.8694228367101251,True,1.0,1.3566531399204356
153,1,0,PASTE,33.2064368724823,0.6794222754578051,False,0.0,1.7900390251491614
154,1,0,PASTE,28.969592094421387,0.6794222754578051,True,0.0,1.7900390251491614
155,1,0,PASTE,860.608934879303,0.912695856984272,False,0.5,1.8839362676246492
156,1,0,PASTE,572.228933095932,0.912695856984272,True,0.5,1.8839362676246492
157,1,0,PASTE,29.54315686225891,0.4352174701171852,False,1.0,289.72755351788004
158,1,0,PASTE,728.5039391517639,0.9131743453464926,True,1.0,1.8945788327167343
159,1,1,PASTE,37.95770907402039,0.5643908872841104,False,0.0,1.7880183559096297
160,1,1,PASTE,36.88588786125183,0.5643908872841104,True,0.0,1.7880183559096297
161,1,1,PASTE,179.252779006958,0.5932013306356861,False,0.5,6.727162590510245
162,1,1,PASTE,40.53848290443421,0.5918059902180908,True,0.5,6.689828116455336
163,1,1,PASTE,515.9217128753662,0.4393404748493547,False,1.0,13.075736875932275
164,1,1,PASTE,42.89885401725769,0.5912732391852152,True,1.0,11.478875675439069
165,1,2,PASTE,42.70803189277649,0.6033882734151554,False,0.0,1.7462917399029798
166,1,2,PASTE,43.01984977722168,0.6033882734151554,True,0.0,1.7462917399029798
167,1,2,PASTE,615.3631222248077,0.8625298685782554,False,0.5,1.5871849423092497
168,1,2,PASTE,723.0377681255341,0.8620237621133683,True,0.5,1.5841974519056832
169,1,2,PASTE,36.14186310768128,0.3192875589828987,False,1.0,326.65822920031354
170,1,2,PASTE,739.1276700496674,0.8619234459288232,True,1.0,1.2849960270846932
171,2,0,PASTE,27.05888628959656,0.5121771051848699,False,0.0,1.5584068018209147
172,2,0,PASTE,27.385399103164676,0.5121771051848699,True,0.0,1.5584068018209147
173,2,0,PASTE,313.62402415275574,0.8567109439786842,False,0.5,1.135053976897713
174,2,0,PASTE,142.65708684921265,0.8567109439786844,True,0.5,1.1350542987382042
175,2,0,PASTE,37.63687705993652,0.3521027945712268,False,1.0,300.5630609173588
176,2,0,PASTE,190.8143961429596,0.8562769955930988,True,1.0,0.4452362247845973
177,2,1,PASTE,28.118998050689697,0.5463371394671199,False,0.0,1.8125106089814496
178,2,1,PASTE,27.76990222930908,0.5463371394671199,True,0.0,1.8125106089814496
179,2,1,PASTE,437.58839082717896,0.8259117710364119,False,0.5,3.202436009557052
180,2,1,PASTE,394.70348620414734,0.8259117710364119,True,0.5,3.202436009557052
181,2,1,PASTE,27.626755714416504,0.3133068619184227,False,1.0,300.2336558704365
182,2,1,PASTE,395.7110588550568,0.8256349706574696,True,1.0,4.511523459235315
183,2,2,PASTE,25.191936016082764,0.5275523896877063,False,0.0,1.8842727460073287
184,2,2,PASTE,25.39226007461548,0.5275523896877063,True,0.0,1.8842727460073287
185,2,2,PASTE,324.8949739933014,0.82759539764214,False,0.5,3.2230376435337744
186,2,2,PASTE,265.22336888313293,0.82759539764214,True,0.5,3.2230376435337744
187,2,2,PASTE,24.48552799224853,0.3314625990176027,False,1.0,290.3165235381855
188,2,2,PASTE,324.40333700180054,0.8268351981283852,True,1.0,4.471581811068272
189,0,0,PASTE_prior,29.240418195724487,0.3071197730388523,False,0.1,46.37414473892886
190,0,1,PASTE_prior,34.39127326011658,0.3762098518403393,False,0.1,49.88254359193638
191,0,2,PASTE_prior,38.10289001464844,0.44978976871137444,False,0.1,50.94914933256924
192,1,0,PASTE_prior,18.48624062538147,0.8007468701338886,False,0.1,38.42699517414168
193,1,1,PASTE_prior,20.218023777008057,0.6670316675453516,False,0.1,43.661589215085286
194,1,2,PASTE_prior,23.7032310962677,0.4858950476752068,False,0.1,45.75872810513424
195,2,0,PASTE_prior,323.53877806663513,0.8252592326367965,False,0.1,1.7605969466655953
196,2,1,PASTE_prior,303.16527104377747,0.7909777099914495,False,0.1,2.0481938332987104
197,2,2,PASTE_prior,412.8589551448822,0.8011496473655197,False,0.1,2.163132154710015
